brot
käse
ei
milch
salz
zucker
butter
honig
obst
suppe
fleisch
fisch
wurst
apfel
birne
nudel
reis
bier
wein
tee
keks
torte
pizza
pasta
chipsapfel
brot
butter
gurke
käse
nudeln
pizza
suppe
torte
wurst
zwiebel
sahne
honig
joghurt
kaffee
kuchen
milch
salami
schokolade
speck
banane
birne
fleisch
gemüse
kekseapfelstrudel
bratwurst
currywurst
dönertomate
erbsensuppe
frikadelle
gänsebraten
himbeertorte
jägersoße
kartoffelsalat
lebkuchen
maultaschen
nudelauflauf
ochsenschwanz
pfannkuchen
quarkstrudel
rinderschnitzel
sauerbraten
truthahnbraten
unterbrechen
vanillekipferl
weißwurst
xereswein
yoghurteis
zwiebelsuppe
